2015/02/25 09:00:05,5,0
2015/02/25 09:15:05,5,0
2015/02/25 09:30:05,5,0
2015/02/25 09:45:05,5,0
2015/02/25 10:00:05,5,0
2015/02/25 10:15:05,5,0
2015/02/25 10:30:04,5,0
2015/02/25 10:45:05,5,0
2015/02/25 11:00:05,5,0
2015/02/25 11:15:05,5,0
2015/02/25 11:30:05,5,0
2015/02/25 11:45:05,5,0
2015/02/25 12:00:05,5,0
2015/02/25 12:15:05,5,0
2015/02/25 12:30:05,5,0
2015/02/25 12:45:05,5,0
2015/02/25 13:00:05,5,0
2015/02/25 13:15:05,5,0
2015/02/25 13:30:05,5,0
2015/02/25 13:45:05,5,0
2015/02/25 14:00:05,5,0
2015/02/25 14:15:05,5,0
2015/02/25 14:30:05,5,0
2015/02/25 14:45:05,5,0
2015/02/25 15:00:05,5,0
2015/02/25 15:15:05,5,0
2015/02/25 15:30:05,5,0
2015/02/25 15:45:05,5,0
2015/02/25 16:00:05,5,0
2015/02/25 16:15:05,5,0
2015/02/25 16:30:05,5,0
2015/02/25 16:45:05,5,0
2015/02/25 17:00:05,5,0
2015/02/25 17:15:05,5,0
2015/02/25 17:30:05,5,0
2015/02/25 17:45:05,5,0
2015/02/25 18:00:05,5,0
2015/02/25 18:15:05,5,0
2015/02/25 18:30:05,5,0
2015/02/25 18:45:05,5,0
2015/02/25 19:00:05,5,0
2015/02/25 19:15:05,5,0
2015/02/25 19:30:05,5,0
2015/02/25 19:45:05,5,0
2015/02/25 20:00:05,5,0
2015/02/25 20:15:05,5,0
2015/02/25 20:30:05,5,0
2015/02/25 20:45:05,5,0
2015/02/25 21:00:05,5,0
2015/02/25 21:15:05,5,0
2015/02/25 21:30:05,5,0
2015/02/25 21:45:05,5,0
2015/02/25 22:00:05,5,0
2015/02/25 22:15:05,5,0
2015/02/25 22:30:05,5,0
2015/02/25 22:45:05,5,0
2015/02/25 23:00:05,5,0
2015/02/25 23:15:05,5,0
2015/02/25 23:30:05,5,0
2015/02/25 23:45:05,5,0
2015/02/26 00:00:05,5,0
2015/02/26 00:15:05,5,0
2015/02/26 00:30:05,5,0
2015/02/26 00:45:05,5,0
2015/02/26 01:00:05,5,0
2015/02/26 01:15:05,5,0
2015/02/26 01:30:05,5,0
2015/02/26 01:45:05,5,0
2015/02/26 02:00:05,5,0
2015/02/26 02:15:05,5,0
2015/02/26 02:30:05,5,0
2015/02/26 02:45:05,5,0
2015/02/26 03:00:05,5,0
2015/02/26 03:15:05,5,0
2015/02/26 03:30:05,5,0
2015/02/26 03:45:05,5,0
2015/02/26 04:00:05,5,0
2015/02/26 04:15:05,5,0
2015/02/26 04:30:05,5,0
2015/02/26 04:45:05,5,0
2015/02/26 05:00:05,5,0
2015/02/26 05:15:05,5,0
2015/02/26 05:30:05,5,0
2015/02/26 05:45:05,5,0
2015/02/26 06:00:05,5,0
2015/02/26 06:15:05,5,0
2015/02/26 06:30:05,5,0
2015/02/26 06:45:05,5,0
2015/02/26 07:00:05,5,0
2015/02/26 07:15:05,5,0
2015/02/26 07:30:05,5,0
2015/02/26 07:45:05,5,0
2015/02/26 08:00:05,5,0
2015/02/26 08:15:05,5,0
2015/02/26 08:30:05,5,0
2015/02/26 08:45:05,5,0
